0.129568,-0.473684,-0.102138,0,0.333333,0.2,-0.037037
0.428571,-0.368421,0.078385,-0.16,0.333333,0.2,0.259259
-0.395349,-0.052632,-0.030879,-0.06,-0.066667,0.2,-0.037037
-0.415282,-0.263158,0.021378,-0.2,0.2,0.2,-0.111111
-0.016611,-0.368421,0.406176,-0.08,0.2,0.2,0.111111
-0.136213,0.157895,0.368171,-0.44,-0.066667,0.2,-0.037037
-0.375415,0.052632,0.344418,0.02,-0.066667,0.2,-0.111111
-0.262458,-0.263158,0.007126,0.12,0.066667,0.2,-0.037037
-0.116279,-0.578947,0.377672,0.28,-0.066667,0.2,0.111111
-0.196013,-0.578947,0.239905,0.4,-0.066667,0.2,-0.037037
0.116279,-0.684211,-0.2019,-0.14,0.2,0.2,0.111111
-0.049834,-0.473684,0.28266,-0.38,-0.2,0.2,-0.037037
-0.408638,-0.684211,0.154394,-0.2,-0.066667,0.2,-0.333333
0.063123,-0.789474,0.235154,-0.12,0.466667,0.2,0.185185
0.415282,-0.684211,0.135392,-0.04,0.2,0.2,0.111111
0.548173,-0.368421,-0.026128,-0.18,0.066667,0.2,-0.037037
0.614618,-0.157895,0.068884,-0.26,0.2,0.2,0.259259
-0.149502,0.157895,0.173397,0.06,-0.2,0.2,-0.111111
-0.30897,0.052632,0.026128,0.02,-0.066667,0.2,-0.037037
0.215947,-0.052632,0.159145,-0.36,0.333333,0.2,0.185185
-0.142857,0.157895,-0.007126,0.16,-0.066667,-0.2,-0.111111
0.109635,0.052632,0.258907,0.1,0.2,0.2,0.111111
-0.262458,0.052632,0.035629,0.36,-0.2,0.2,-0.037037
-0.362126,-0.052632,-0.049881,0.26,0.066667,0.2,-0.111111
-0.362126,-0.052632,-0.111639,0.14,0.2,0.2,-0.111111
0.215947,-0.157895,0.192399,-0.02,0.466667,0.2,0.185185
0.421927,-0.052632,0.349169,0.12,0.2,0.6,0.185185
0.348837,0.052632,0.410926,0.32,-0.2,1,0.111111
-0.368771,0.052632,-0.04038,0.44,-0.2,0.2,-0.185185
-0.475083,-0.157895,-0.163895,0.12,0.066667,0.2,-0.037037
0.149502,-0.368421,0.315914,-0.12,0.2,0.2,0.111111
-0.129568,-0.263158,0.387173,-0.24,0.066667,0.2,-0.037037
-0.083056,-0.368421,0.368171,0.22,-0.066667,0.6,-0.037037
-0.089701,-0.368421,0.263658,0.36,0.066667,-0.2,0.111111
-0.0299,-0.473684,-0.182898,0.16,0.2,-0.2,0.111111
0.322259,-0.157895,0.377672,-0.02,0.066667,0.2,0.111111
-0.202658,-0.052632,-0.140143,0.16,-0.2,0.2,-0.185185
-0.10299,-0.052632,-0.178147,-0.24,0.333333,0.2,-0.037037
0.362126,-0.052632,0.059382,-0.42,0.466667,0.2,0.185185
0.607973,0.157895,0.306413,-0.34,0.066667,0.6,0.111111
-0.295681,0.473684,-0.292162,-0.16,-0.066667,0.2,-0.111111
0.302326,0.473684,0.534442,-0.14,0.2,0.2,0.111111
-0.30897,0.157895,0.296912,-0.04,-0.066667,0.2,-0.037037
0.508306,0.263158,0.330166,-0.12,0.2,0.2,0.111111
-0.594684,0.157895,-0.097387,-0.14,0.066667,0.2,-0.037037
-0.083056,-0.263158,0.425178,0.3,0.2,0.2,0.111111
-0.169435,-0.368421,0.216152,0.56,-0.066667,0.2,0.111111
-0.269103,-0.473684,-0.12114,0.48,0.066667,-0.2,-0.037037
-0.229236,-0.578947,-0.211401,0.2,0.066667,0.6,-0.037037
0.408638,-0.473684,0.135392,-0.26,0.333333,0.2,0.111111
0.581395,-0.263158,0.296912,-0.18,0.2,0.2,0.111111
0.421927,0.157895,0.12114,0.1,-0.066667,0.2,0.111111
0.116279,0.263158,0.159145,-0.32,0.2,0.2,0.111111
-0.348837,0.157895,-0.030879,0.04,0.066667,0.2,-0.037037
0.089701,-0.052632,0.311164,0.22,0.2,0.2,0.111111
-0.116279,-0.052632,-0.011876,0.32,-0.066667,0.2,-0.037037
0.395349,0.157895,0.396675,0,0.2,0.2,0.111111
0.355482,0.263158,0.349169,0.22,-0.066667,0.2,0.111111
-0.023256,0.368421,-0.244656,0.06,-0.066667,0.2,-0.111111
0.348837,0.578947,0.467933,-0.2,0.2,0.2,0.111111
-0.554817,0.578947,-0.092637,0.32,-0.2,0.2,-0.111111
-0.335548,-0.157895,0.225653,-0.16,0.2,0.2,-0.037037
-0.196013,-0.263158,0.2019,0,0.066667,0.2,-0.037037
0.435216,-0.157895,0.054632,-0.04,0.2,0.2,0.111111
0.528239,0.157895,0.026128,-0.16,0.066667,0.2,0.111111
0.209302,0.684211,0.173397,0.06,-0.066667,0.2,0.111111
-0.421927,0.578947,-0.007126,-0.08,-0.2,0.2,-0.111111
-0.408638,0.368421,0.12114,-0.26,0.2,0.2,-0.037037
-0.10299,0.157895,0.353919,-0.12,0.333333,0.2,0.111111
0.388704,0.473684,0.501188,-0.06,0.066667,0.2,0.111111
-0.322259,0.578947,-0.049881,0.28,-0.2,0.2,-0.037037
-0.083056,0.263158,0.387173,0.28,0.2,0.2,0.111111
0.408638,0.684211,0.325416,-0.24,0.2,0.2,0.111111
0.38206,0.894737,0.572447,0.18,0.066667,0.2,0.111111
-0.508306,0.789474,-0.054632,0.52,-0.2,0.2,-0.111111
-0.58804,0.473684,-0.073634,0.2,0.2,0.2,-0.037037
0.275748,0.578947,0.368171,-0.1,0.066667,0.2,0.111111
0.189369,0.157895,0.296912,-0.1,0.2,0.2,0.111111
0.282392,1,0.220903,0.4,-0.066667,0.2,0.111111
-0.136213,1,-0.168646,0.16,-0.066667,0.2,-0.037037
0.009967,0.894737,0.472684,-0.06,0.066667,0.2,0.185185
-0.375415,0.789474,0.372922,0.42,-0.2,0.2,-0.111111
-0.568106,0.368421,-0.054632,0.54,0.066667,0.2,-0.037037
-0.468439,0.157895,-0.239905,0.16,0.2,0.2,-0.037037
0.189369,0.052632,0.026128,-0.38,0.333333,0.2,0.111111
