-0.577689,0.134963,0.568627,-0.955339,-0.960273,-0.982118,-0.958888,0.079337,0.804533
-0.575697,0.130712,-0.215686,-0.638995,-0.657045,-0.865579,-0.626048,0.076054,0.416493
-0.579681,0.128587,1,-0.925479,-0.941341,-0.972365,-0.942115,-0.067944,0.390101
-0.581673,0.128587,1,-0.935297,-0.927374,-0.968889,-0.928301,-0.290603,0.345566
-0.581673,0.128587,1,-0.917341,-0.913408,-0.968497,-0.915146,-0.538448,0.349277
-0.581673,0.128587,1,-0.953355,-0.934202,-0.977017,-0.936852,-0.512158,0.050309
-0.581673,0.126461,1,-0.871153,-0.848541,-0.938844,-0.831278,-0.564254,0.171958
-0.581673,0.126461,1,-0.84221,-0.787089,-0.935312,-0.787535,-0.638612,-0.066391
-0.583665,0.126461,0.607843,-0.870136,-0.793917,-0.932565,-0.804637,-0.782003,-0.12701
-0.581673,0.126461,1,-0.819574,-0.780881,-0.913226,-0.765499,-0.559827,0.014845
-0.583665,0.128587,1,-0.888092,-0.865611,-0.949158,-0.868114,-0.62715,0.098969
-0.583665,0.128587,1,-0.821914,-0.766915,-0.915861,-0.758921,-0.617854,-0.064742
-0.583665,0.128587,1,-0.873391,-0.853197,-0.938619,-0.846407,-0.644819,-0.181443
-0.583665,0.126461,1,-0.964698,-0.94103,-0.980829,-0.943101,-0.700183,-0.272989
-0.583665,0.128587,1,-0.865659,-0.806021,-0.932229,-0.796415,-0.804582,-0.405359
-0.583665,0.128587,0.921569,-0.94313,-0.912477,-0.961098,-0.913501,-0.775851,-0.484534
-0.585657,0.128587,1,-0.900097,-0.892613,-0.955716,-0.891465,-0.686197,-0.432988
-0.585657,0.128587,1,-0.937637,-0.909373,-0.963844,-0.900674,-0.776513,-0.420617
-0.583665,0.126461,0.921569,-0.88621,-0.859094,-0.944673,-0.862523,-0.79432,-0.407421
-0.585657,0.126461,1,-0.923648,-0.907821,-0.96149,-0.909883,-0.70988,-0.390101
-0.585657,0.128587,0.529412,-0.9619,-0.943203,-0.977242,-0.945733,-0.881671,-0.453606
-0.585657,0.128587,0.607843,-0.91673,-0.886406,-0.948093,-0.879954,-0.832609,-0.402885
-0.585657,0.126461,1,-0.876189,-0.832402,-0.943272,-0.843118,-0.831023,-0.592163
-0.585657,0.126461,1,-0.914238,-0.895717,-0.952353,-0.893439,-0.768183,-0.650719
-0.585657,0.126461,1,-0.886973,-0.86468,-0.943776,-0.861536,-0.710335,-0.515049
-0.587649,0.128587,0.568627,-0.972888,-0.962135,-0.982399,-0.961191,-0.737397,-0.618554
-0.587649,0.128587,0.882353,-0.942622,-0.924581,-0.966143,-0.921723,-0.729686,-0.675049
-0.587649,0.128587,1,-0.903556,-0.869646,-0.938395,-0.869758,-0.819575,-0.626802
-0.587649,0.126461,0.921569,-0.894196,-0.84761,-0.93677,-0.844762,-0.842416,-0.612781
-0.587649,0.126461,1,-0.963019,-0.950652,-0.978026,-0.94935,-0.836195,-0.517524
-0.587649,0.126461,0.882353,-0.90264,-0.861577,-0.951792,-0.876007,-0.803106,-0.557523
-0.587649,0.126461,1,-0.890584,-0.851024,-0.934695,-0.855287,-0.798403,-0.586802
-0.585657,0.126461,0.843137,-0.902335,-0.873371,-0.942655,-0.89015,-0.821106,-0.606595
-0.585657,0.124336,0.882353,-0.915916,-0.886716,-0.957902,-0.892123,-0.879298,-0.629276
-0.585657,0.124336,0.960784,-0.86454,-0.82216,-0.92965,-0.824042,-0.692363,-0.609482
-0.585657,0.124336,0.882353,-0.938298,-0.912787,-0.968217,-0.913501,-0.863974,-0.661028
-0.585657,0.124336,0.843137,-0.908642,-0.866232,-0.944842,-0.877323,-0.917615,-0.630925
-0.587649,0.124336,1,-0.923241,-0.879268,-0.949662,-0.867785,-0.874429,-0.633399
-0.583665,0.124336,1,-0.925327,-0.89789,-0.961546,-0.898701,-0.588957,-0.272576
-0.583665,0.124336,1,-0.876392,-0.778399,-0.92298,-0.771419,-0.711742,-0.336081
-0.583665,0.124336,1,-0.915408,-0.870267,-0.94714,-0.870416,-0.779603,-0.421029
-0.583665,0.124336,0.960784,-0.95249,-0.903786,-0.971188,-0.918434,-0.891684,-0.443297
-0.583665,0.126461,0.882353,-0.963833,-0.937616,-0.974271,-0.938168,-0.927573,-0.571956
-0.583665,0.126461,1,-0.951778,-0.937616,-0.97399,-0.935208,-0.522158,-0.283298
-0.583665,0.124336,1,-0.9267,-0.903786,-0.963172,-0.904292,-0.653439,-0.301442
-0.583665,0.124336,1,-0.915866,-0.869957,-0.95992,-0.874692,-0.699742,-0.310102
-0.583665,0.124336,0.921569,-0.942876,-0.900372,-0.965638,-0.900345,-0.789506,-0.474225
-0.585657,0.12221,0.647059,-0.948878,-0.903476,-0.968889,-0.917119,-0.829671,-0.494843
-0.583665,0.12221,0.529412,-0.968361,-0.939789,-0.976457,-0.947706,-0.937835,-0.288659
-0.585657,0.12221,0.529412,-0.951981,-0.883923,-0.960929,-0.884558,-0.824127,-0.597936
-0.585657,0.12221,-0.215686,-0.954525,-0.859714,-0.958967,-0.856274,-0.941808,-0.352988
-0.585657,0.12221,0.647059,-0.905082,-0.858783,-0.940693,-0.866469,-0.861436,-0.675049
-0.585657,0.12221,0.568627,-0.836258,-0.735568,-0.890356,-0.763526,-0.915739,-0.659791
-0.585657,0.12221,1,-0.917188,-0.858783,-0.935032,-0.868772,-0.896884,-0.632162
-0.587649,0.12221,1,-0.940587,-0.927374,-0.960873,-0.923697,-0.846912,-0.701028
-0.587649,0.12221,1,-0.952032,-0.924891,-0.96788,-0.927972,-0.874291,-0.719172
-0.587649,0.12221,1,-0.937128,-0.910925,-0.965302,-0.915146,-0.861271,-0.701028
-0.587649,0.12221,1,-0.92436,-0.896338,-0.95936,-0.920079,-0.956235,-0.7101
-0.587649,0.12221,1,-0.929549,-0.894475,-0.939965,-0.900345,-0.901077,-0.730719
-0.589641,0.12221,-0.960784,-0.992065,-0.986965,-0.994899,-0.981582,-0.715507,-0.81443
-0.589641,0.124336,1,-0.94308,-0.934823,-0.969113,-0.938826,-0.600971,-0.749688
-0.589641,0.12221,0.882353,-0.993235,-0.99131,-0.995347,-0.992764,-0.225059,-0.752574
-0.589641,0.120085,0.921569,-0.961443,-0.941341,-0.979035,-0.960204,-0.944663,-0.706801
-0.591633,0.120085,1,-0.93784,-0.926754,-0.970963,-0.948035,-0.904677,-0.748038
-0.591633,0.120085,0.843137,-0.957984,-0.943824,-0.978194,-0.956586,-0.71119,-0.75876
-0.591633,0.120085,1,-0.948726,-0.935444,-0.966311,-0.938826,-0.908029,-0.738554
-0.591633,0.120085,0.843137,-0.92609,-0.890441,-0.955997,-0.891136,-0.957835,-0.713811
-0.589641,0.11796,1,-0.947861,-0.924581,-0.972589,-0.951982,-0.709038,-0.726595
-0.591633,0.120085,1,-0.971006,-0.96648,-0.984809,-0.97336,-0.813561,-0.711337
-0.589641,0.120085,0.764706,-0.857622,-0.800435,-0.897979,-0.799375,-0.933753,-0.52907
-0.589641,0.120085,-0.019608,-0.961036,-0.953135,-0.978194,-0.958559,-0.824554,-0.721647
-0.589641,0.120085,0.764706,-0.952541,-0.908132,-0.967544,-0.909225,-0.968456,-0.669276
-0.589641,0.120085,0.882353,-0.95717,-0.936996,-0.968777,-0.950337,-0.827575,-0.752574
