0.184416,0.102703,-0.106383,0.188119,0.258621,-0.069767
-0.038961,-0.135135,0.191489,-0.227723,0.336207,0.116279
0.387013,-0.232432,-0.148936,-0.108911,0.439655,-0.116279
0.319481,-0.156757,-0.276596,0.287129,0.215517,-0.116279
-0.314286,-0.037838,-0.319149,0.009901,0.206897,0.069767
-0.298701,-0.027027,-0.319149,-0.267327,0.344828,0.023256
0.361039,0.124324,-0.021277,-0.445545,0.413793,-0.069767
0.397403,0.027027,0.06383,-0.168317,0.284483,-0.069767
-0.116883,-0.081081,-0.106383,-0.287129,0.301724,0.023256
0.293506,-0.037838,-0.191489,-0.227723,0.336207,0.023256
0.381818,-0.037838,-0.148936,0.029703,0.327586,-0.069767
0.371429,-0.027027,-0.148936,0.188119,0.258621,-0.069767
-0.267532,-0.156757,-0.234043,0.069307,0.198276,0.069767
0.298701,0.124324,-0.404255,-0.148515,0.37069,-0.116279
-0.090909,-0.124324,-0.191489,-0.267327,0.293103,0.023256
0.309091,-0.005405,-0.361702,-0.029703,0.301724,-0.069767
0.309091,-0.124324,-0.404255,0.188119,0.362069,-0.116279
-0.163636,-0.210811,-0.06383,0.148515,0.224138,0.069767
0.324675,-0.189189,-0.617021,0.089109,0.413793,-0.069767
0.387013,0.016216,-0.531915,0.247525,0.327586,-0.116279
-0.2,-0.091892,-0.021277,0.287129,0.198276,0.023256
-0.236364,-0.081081,-0.021277,0.089109,0.275862,0.023256
0.303896,-0.210811,-0.446809,-0.128713,0.405172,-0.116279
-0.184416,-0.016216,-0.276596,-0.287129,0.267241,0.069767
0.428571,-0.145946,-0.319149,-0.009901,0.327586,-0.116279
0.32987,-0.037838,-0.276596,0.207921,0.146552,0.023256
-0.116883,-0.081081,-0.276596,0.287129,0.12069,0.023256
-0.267532,-0.156757,-0.361702,0.108911,0.172414,0.069767
0.355844,-0.091892,-0.531915,-0.049505,0.327586,-0.069767
0.241558,0.037838,-0.404255,0.188119,0.198276,-0.116279
-0.257143,0.07027,-0.148936,0.089109,0.146552,0.023256
-0.272727,-0.254054,-0.276596,-0.207921,0.37931,0.069767
0.428571,0.048649,-0.617021,-0.089109,0.362069,-0.069767
0.309091,0.081081,-0.446809,0.207921,0.181034,-0.116279
-0.376623,0.005405,-0.148936,-0.188119,0.206897,0.116279
-0.163636,-0.178378,-0.234043,-0.564356,0.5,0.023256
0.376623,-0.178378,-0.446809,-0.524752,0.482759,-0.069767
0.537662,-0.156757,-0.574468,-0.089109,0.318966,-0.069767
0.433766,-0.027027,-0.489362,0.247525,0.172414,-0.069767
-0.303896,-0.016216,-0.276596,0.108911,0.206897,0.023256
0.34026,-0.059459,-0.234043,-0.445545,0.431034,-0.069767
-0.153247,-0.113514,-0.276596,-0.227723,0.25,0.023256
-0.220779,0.005405,-0.361702,-0.287129,0.25,0.069767
0.496104,-0.048649,-0.319149,-0.108911,0.362069,-0.069767
0.361039,-0.016216,-0.234043,0.287129,0.172414,-0.069767
-0.106494,-0.005405,-0.106383,0.366337,0.146552,0.023256
-0.236364,-0.016216,-0.021277,0.029703,0.267241,0.023256
-0.101299,-0.221622,-0.021277,-0.247525,0.396552,0.023256
0.418182,-0.178378,-0.234043,-0.069307,0.413793,-0.116279
0.2,-0.037838,-0.234043,0.524752,0.163793,-0.116279
-0.18961,-0.07027,-0.191489,0.445545,0.043103,0.069767
-0.116883,-0.254054,-0.446809,-0.207921,0.396552,0.023256
0.314286,0.037838,-0.744681,-0.128713,0.387931,-0.116279
-0.127273,-0.005405,-0.361702,-0.207921,0.284483,0.023256
0.345455,-0.048649,-0.404255,-0.148515,0.387931,-0.069767
0.194805,-0.016216,-0.319149,0.188119,0.206897,-0.069767
-0.096104,0.005405,-0.191489,0.148515,0.181034,0.069767
0.283117,-0.145946,-0.404255,0.188119,0.301724,-0.069767
-0.225974,-0.081081,-0.276596,0.108911,0.155172,0.023256
-0.194805,-0.124324,-0.319149,-0.207921,0.353448,0.023256
0.387013,0.059459,-0.617021,0.049505,0.301724,-0.116279
-0.324675,0.048649,-0.319149,0.029703,0.103448,0.116279
0.418182,-0.145946,-0.574468,-0.287129,0.448276,-0.069767
0.516883,0.081081,-0.574468,0.029703,0.327586,-0.162791
0.298701,0.135135,-0.361702,0.326733,0.051724,0.023256
-0.158442,0.113514,0.021277,0.287129,0.155172,0.023256
-0.033766,0.048649,-0.702128,-0.207921,0.275862,0.023256
0.288312,-0.027027,-0.574468,-0.148515,0.387931,-0.116279
-0.080519,-0.037838,-0.06383,-0.207921,0.293103,0.023256
0.32987,-0.264865,-0.319149,-0.148515,0.448276,-0.162791
-0.225974,-0.081081,-0.361702,-0.287129,0.267241,0.069767
0.314286,-0.135135,-0.531915,-0.485149,0.482759,-0.069767
0.480519,-0.113514,-0.617021,-0.148515,0.327586,-0.069767
0.371429,0.027027,-0.531915,0.207921,0.189655,-0.116279
0.366234,-0.156757,-0.319149,0.247525,0.37069,-0.162791
0.064935,-0.113514,-0.234043,0.524752,0.181034,-0.069767
0.251948,-0.145946,-0.489362,0.544554,0.301724,-0.069767
-0.184416,-0.091892,-0.489362,-0.207921,0.353448,0.069767
0.548052,-0.037838,-0.574468,0.069307,0.413793,-0.116279
-0.137662,0.135135,0.021277,0.465347,0.12931,0.023256
0.283117,-0.243243,-0.361702,0.128713,0.405172,-0.069767
-0.184416,-0.091892,-0.404255,-0.207921,0.353448,0.023256
0.366234,0.102703,-0.531915,-0.049505,0.318966,-0.116279
0.090909,0.037838,-0.319149,0.188119,0.155172,-0.069767
-0.153247,0.059459,-0.191489,0.089109,0.137931,0.116279
0.288312,-0.124324,-0.319149,-0.168317,0.439655,-0.116279
0.283117,-0.091892,-0.319149,0.207921,0.258621,-0.069767
-0.163636,-0.07027,-0.276596,0.148515,0.198276,0.069767
0.044156,-0.102703,-0.319149,-0.207921,0.37931,0.023256
0.241558,-0.221622,-0.489362,-0.148515,0.413793,-0.116279
-0.075325,-0.059459,-0.489362,-0.247525,0.293103,0.023256
0.433766,-0.102703,-0.574468,0.069307,0.353448,-0.069767
-0.288312,-0.124324,-0.234043,0.009901,0.232759,0.069767
-0.18961,-0.102703,-0.276596,-0.267327,0.448276,0.023256
0.418182,-0.113514,-0.361702,-0.168317,0.431034,-0.069767
0.496104,0.145946,-0.276596,0.089109,0.318966,-0.069767
-0.319481,-0.167568,-0.106383,0.128713,0.224138,0.069767
-0.501299,-0.124324,0.106383,-0.188119,0.198276,0.255814
0.418182,-0.048649,-0.191489,-0.128713,0.293103,-0.069767
0.314286,-0.124324,-0.234043,0.188119,0.215517,-0.162791
-0.168831,-0.135135,-0.06383,0.207921,0.051724,0.209302
0.303896,-0.221622,-0.191489,-0.069307,0.318966,-0.116279
-0.111688,0.005405,-0.106383,-0.009901,0.198276,0.023256
-0.106494,0.005405,-0.06383,-0.207921,0.318966,0.069767
0.345455,0.027027,-0.319149,-0.108911,0.37931,-0.116279
0.18961,0.189189,0.06383,0.188119,0.172414,-0.069767
-0.2,-0.2,-0.021277,0.089109,0.094828,0.162791
0.018182,-0.156757,-0.148936,-0.207921,0.465517,0.069767
0.324675,-0.264865,-0.319149,-0.128713,0.525862,-0.116279
0.516883,-0.016216,-0.276596,0.346535,0.318966,-0.069767
0.449351,-0.189189,-0.191489,0.643564,0.215517,-0.069767
0.18961,-0.167568,-0.276596,0.90099,0.12069,-0.069767
-0.21039,-0.124324,-0.276596,0.80198,0.068966,0.069767
0.033766,-0.124324,-0.446809,-0.188119,0.448276,-0.069767
0.314286,0.07027,-0.319149,-0.089109,0.465517,-0.069767
0.407792,0.016216,-0.191489,0.227723,0.301724,-0.069767
0.298701,-0.07027,-0.106383,0.60396,0.224138,-0.069767
-0.272727,-0.221622,-0.276596,0.287129,0.241379,0.023256
0.080519,-0.210811,-0.659574,-0.188119,0.396552,0.023256
0.220779,0.07027,-0.531915,-0.148515,0.405172,-0.116279
-0.137662,0.210811,-0.06383,-0.148515,0.146552,0.023256
0.350649,-0.340541,-0.659574,-0.188119,0.336207,0.023256
0.438961,0.081081,-0.531915,0.089109,0.344828,-0.116279
0.350649,0.102703,-0.319149,0.465347,0.206897,-0.069767
-0.174026,-0.091892,-0.06383,0.326733,0.241379,0.023256
-0.142857,-0.102703,-0.319149,-0.049505,0.241379,0.023256
0.262338,0.016216,-0.276596,0.227723,0.25,-0.069767
0.262338,-0.189189,-0.234043,-0.188119,0.439655,-0.116279
-0.122078,-0.005405,-0.404255,-0.227723,0.293103,0.023256
0.387013,-0.124324,-0.361702,0.287129,0.275862,-0.069767
-0.106494,-0.091892,-0.319149,0.405941,0.155172,-0.069767
-0.262338,-0.221622,-0.404255,0.227723,0.163793,0.116279
-0.012987,-0.081081,-0.659574,-0.207921,0.413793,0.023256
0.324675,0.059459,-0.489362,-0.128713,0.482759,-0.116279
-0.174026,-0.286486,-0.361702,0.425743,0.172414,0.116279
0.2,-0.254054,-0.702128,0.207921,0.422414,-0.116279
-0.21039,0.016216,-0.06383,0.069307,0.258621,0.023256
-0.137662,-0.189189,-0.191489,-0.267327,0.353448,0.023256
0.444156,-0.232432,-0.446809,-0.108911,0.405172,-0.069767
0.376623,0.005405,-0.361702,0.326733,0.215517,-0.069767
-0.309091,-0.178378,-0.319149,-0.267327,0.327586,0.023256
-0.137662,-0.091892,-0.361702,-0.60396,0.448276,0.023256
0.449351,0.027027,-0.446809,-0.445545,0.448276,0.023256
